"","x","spp","year","season","season_year","lat","lon","response","swept","predtf","svspp","year_orig"
"700",700,"Yellowtail",43,"SPRING","SPRING_1999",41.856333,-67.906167,2.9,0.0384,FALSE,1,1999
"701",701,"Yellowtail",43,"SPRING","SPRING_1999",42.106833,-67.401167,3.4,0.0384,FALSE,1,1999
"702",702,"Yellowtail",43,"SPRING","SPRING_1999",42.1145,-66.255167,0,0.0384,FALSE,1,1999
"703",703,"Yellowtail",43,"SPRING","SPRING_1999",41.772833,-68.295167,0,0.0384,FALSE,1,1999
"704",704,"Yellowtail",43,"SPRING","SPRING_1999",42.1325,-66.565667,0.3,0.0384,FALSE,1,1999
"705",705,"Yellowtail",46,"SPRING","SPRING_2000",40.641167,-68.101833,0,0.0384,FALSE,1,2000
"706",706,"Yellowtail",46,"SPRING","SPRING_2000",41.059833,-67.365833,7.5,0.0384,FALSE,1,2000
"707",707,"Yellowtail",46,"SPRING","SPRING_2000",40.946,-67.617,6.7,0.0384,FALSE,1,2000
"708",708,"Yellowtail",46,"SPRING","SPRING_2000",40.875,-67.412333,2.7,0.0384,FALSE,1,2000
"709",709,"Yellowtail",46,"SPRING","SPRING_2000",40.633333,-68.652667,2.1,0.0384,FALSE,1,2000
"710",710,"Yellowtail",46,"SPRING","SPRING_2000",40.854167,-67.576667,0.9,0.0384,FALSE,1,2000
"711",711,"Yellowtail",46,"SPRING","SPRING_2000",40.943833,-67.188833,5.9,0.0384,FALSE,1,2000
"712",712,"Yellowtail",46,"SPRING","SPRING_2000",40.441167,-68.700833,0,0.0384,FALSE,1,2000
"713",713,"Yellowtail",46,"SPRING","SPRING_2000",40.5205,-68.208667,0,0.0384,FALSE,1,2000
"714",714,"Yellowtail",46,"SPRING","SPRING_2000",40.504,-67.6185,0,0.0384,FALSE,1,2000
"715",715,"Yellowtail",46,"SPRING","SPRING_2000",40.3595,-67.937333,0,0.0384,FALSE,1,2000
"716",716,"Yellowtail",46,"SPRING","SPRING_2000",40.546167,-67.540667,0,0.0384,FALSE,1,2000
"717",717,"Yellowtail",46,"SPRING","SPRING_2000",40.412333,-68.1575,0,0.0384,FALSE,1,2000
"718",718,"Yellowtail",46,"SPRING","SPRING_2000",41.351333,-66.683833,18.3,0.0384,FALSE,1,2000
"719",719,"Yellowtail",46,"SPRING","SPRING_2000",41.7615,-66.401667,35.9,0.0384,FALSE,1,2000
"720",720,"Yellowtail",46,"SPRING","SPRING_2000",41.382833,-66.997,17.4,0.0384,FALSE,1,2000
"721",721,"Yellowtail",46,"SPRING","SPRING_2000",42.025833,-66.935667,27.3,0.0384,FALSE,1,2000
"722",722,"Yellowtail",46,"SPRING","SPRING_2000",41.5465,-66.471167,10,0.0384,FALSE,1,2000
"723",723,"Yellowtail",46,"SPRING","SPRING_2000",41.465833,-66.575333,39.2,0.0384,FALSE,1,2000
"724",724,"Yellowtail",46,"SPRING","SPRING_2000",41.516,-67.0425,3.4,0.0384,FALSE,1,2000
"725",725,"Yellowtail",46,"SPRING","SPRING_2000",41.185167,-66.683167,5.9,0.0384,FALSE,1,2000
"726",726,"Yellowtail",46,"SPRING","SPRING_2000",41.517833,-66.604667,53.7,0.0384,FALSE,1,2000
"727",727,"Yellowtail",46,"SPRING","SPRING_2000",40.848167,-66.8155,0,0.0384,FALSE,1,2000
"728",728,"Yellowtail",46,"SPRING","SPRING_2000",41.406167,-66.139667,0.4,0.0384,FALSE,1,2000
"729",729,"Yellowtail",46,"SPRING","SPRING_2000",41.794333,-65.823,0,0.0384,FALSE,1,2000
"730",730,"Yellowtail",46,"SPRING","SPRING_2000",40.88,-66.639,0,0.0384,FALSE,1,2000
"731",731,"Yellowtail",46,"SPRING","SPRING_2000",40.922667,-66.532,0,0.0384,FALSE,1,2000
"732",732,"Yellowtail",46,"SPRING","SPRING_2000",41.208167,-68.243667,0,0.0384,FALSE,1,2000
"733",733,"Yellowtail",46,"SPRING","SPRING_2000",41.882167,-67.250667,2.6,0.0384,FALSE,1,2000
"734",734,"Yellowtail",46,"SPRING","SPRING_2000",40.939,-68.195167,2.5,0.0384,FALSE,1,2000
"735",735,"Yellowtail",46,"SPRING","SPRING_2000",41.616333,-67.353,0,0.0384,FALSE,1,2000
"736",736,"Yellowtail",46,"SPRING","SPRING_2000",40.980167,-68.309,0.4,0.0384,FALSE,1,2000
"737",737,"Yellowtail",46,"SPRING","SPRING_2000",41.3485,-67.867167,0,0.0384,FALSE,1,2000
"738",738,"Yellowtail",46,"SPRING","SPRING_2000",41.639833,-67.238167,1,0.0384,FALSE,1,2000
"739",739,"Yellowtail",46,"SPRING","SPRING_2000",41.067833,-68.145,0.1,0.0384,FALSE,1,2000
"740",740,"Yellowtail",46,"SPRING","SPRING_2000",41.357333,-67.735167,0,0.0384,FALSE,1,2000
"741",741,"Yellowtail",46,"SPRING","SPRING_2000",41.617,-68.315833,0,0.0384,FALSE,1,2000
"742",742,"Yellowtail",46,"SPRING","SPRING_2000",41.961667,-67.3365,0.8,0.0384,FALSE,1,2000
"743",743,"Yellowtail",46,"SPRING","SPRING_2000",41.872667,-67.447167,0,0.0384,FALSE,1,2000
"744",744,"Yellowtail",46,"SPRING","SPRING_2000",41.729,-67.931,0,0.0384,FALSE,1,2000
"745",745,"Yellowtail",46,"SPRING","SPRING_2000",41.544667,-68.355833,0.4,0.0384,FALSE,1,2000
"746",746,"Yellowtail",46,"SPRING","SPRING_2000",41.747,-67.767,0.4,0.0384,FALSE,1,2000
"747",747,"Yellowtail",46,"SPRING","SPRING_2000",42.1375,-67.353333,0.5,0.0384,FALSE,1,2000
"748",748,"Yellowtail",46,"SPRING","SPRING_2000",41.874833,-67.942,7.5,0.0384,FALSE,1,2000
"749",749,"Yellowtail",46,"SPRING","SPRING_2000",42.131833,-66.175,0,0.0384,FALSE,1,2000
"750",750,"Yellowtail",46,"SPRING","SPRING_2000",42.107833,-67.192167,0.5,0.0384,FALSE,1,2000
"751",751,"Yellowtail",49,"SPRING","SPRING_2001",40.938388,-67.745208,0.65,0.0384,FALSE,1,2001
"752",752,"Yellowtail",49,"SPRING","SPRING_2001",40.34737,-68.667152,0,0.0384,FALSE,1,2001
"753",753,"Yellowtail",49,"SPRING","SPRING_2001",40.779442,-66.939948,0,0.0384,FALSE,1,2001
"754",754,"Yellowtail",49,"SPRING","SPRING_2001",40.93782,-67.415633,0.81,0.0384,FALSE,1,2001
"755",755,"Yellowtail",49,"SPRING","SPRING_2001",40.443958,-68.541465,0.75,0.0384,FALSE,1,2001
"756",756,"Yellowtail",49,"SPRING","SPRING_2001",41.044697,-67.539573,0,0.0384,FALSE,1,2001
"757",757,"Yellowtail",49,"SPRING","SPRING_2001",40.893883,-67.286633,0,0.0384,FALSE,1,2001
"758",758,"Yellowtail",49,"SPRING","SPRING_2001",40.555627,-68.419235,0,0.0384,FALSE,1,2001
"759",759,"Yellowtail",49,"SPRING","SPRING_2001",40.555062,-68.109558,0,0.0384,FALSE,1,2001
"760",760,"Yellowtail",49,"SPRING","SPRING_2001",40.256027,-68.652573,0,0.0384,FALSE,1,2001
"761",761,"Yellowtail",49,"SPRING","SPRING_2001",40.479737,-67.552452,0,0.0384,FALSE,1,2001
"762",762,"Yellowtail",49,"SPRING","SPRING_2001",40.358005,-68.370667,0,0.0384,FALSE,1,2001
"763",763,"Yellowtail",49,"SPRING","SPRING_2001",40.353778,-67.829705,0,0.0384,FALSE,1,2001
"764",764,"Yellowtail",49,"SPRING","SPRING_2001",41.270595,-66.987427,32.79,0.0384,FALSE,1,2001
"765",765,"Yellowtail",49,"SPRING","SPRING_2001",41.654445,-65.944923,6.04,0.0384,FALSE,1,2001
"766",766,"Yellowtail",49,"SPRING","SPRING_2001",41.098328,-66.67295,4.25,0.0384,FALSE,1,2001
"767",767,"Yellowtail",49,"SPRING","SPRING_2001",41.942577,-66.657295,12.22,0.0384,FALSE,1,2001
"768",768,"Yellowtail",49,"SPRING","SPRING_2001",41.220932,-66.407363,3.43,0.0384,FALSE,1,2001
"769",769,"Yellowtail",49,"SPRING","SPRING_2001",40.930382,-66.845345,3.51,0.0384,FALSE,1,2001
"770",770,"Yellowtail",49,"SPRING","SPRING_2001",41.980148,-66.921653,1.71,0.0384,FALSE,1,2001
"771",771,"Yellowtail",49,"SPRING","SPRING_2001",41.566123,-66.234313,2.84,0.0384,FALSE,1,2001
"772",772,"Yellowtail",49,"SPRING","SPRING_2001",41.600613,-66.449958,54.168,0.0384,FALSE,1,2001
"773",773,"Yellowtail",49,"SPRING","SPRING_2001",41.349403,-66.856323,43.06,0.0384,FALSE,1,2001
"774",774,"Yellowtail",49,"SPRING","SPRING_2001",41.550655,-66.018753,0.36,0.0384,FALSE,1,2001
"775",775,"Yellowtail",49,"SPRING","SPRING_2001",41.427643,-66.141067,0.37,0.0384,FALSE,1,2001
"776",776,"Yellowtail",49,"SPRING","SPRING_2001",41.655732,-65.90252,0,0.0384,FALSE,1,2001
"777",777,"Yellowtail",49,"SPRING","SPRING_2001",41.839962,-65.727105,0,0.0384,FALSE,1,2001
"778",778,"Yellowtail",49,"SPRING","SPRING_2001",40.775967,-68.582367,1.34,0.0384,FALSE,1,2001
"779",779,"Yellowtail",49,"SPRING","SPRING_2001",41.385437,-67.151398,1,0.0384,FALSE,1,2001
"780",780,"Yellowtail",49,"SPRING","SPRING_2001",41.855278,-67.096115,1.36,0.0384,FALSE,1,2001
"781",781,"Yellowtail",49,"SPRING","SPRING_2001",41.52865,-67.729017,0,0.0384,FALSE,1,2001
"782",782,"Yellowtail",49,"SPRING","SPRING_2001",41.813728,-67.2482,0,0.0384,FALSE,1,2001
"783",783,"Yellowtail",49,"SPRING","SPRING_2001",40.749187,-68.490997,0,0.0384,FALSE,1,2001
"784",784,"Yellowtail",49,"SPRING","SPRING_2001",40.89016,-68.319947,0,0.0384,FALSE,1,2001
"785",785,"Yellowtail",49,"SPRING","SPRING_2001",41.405367,-67.56925,0,0.0384,FALSE,1,2001
"786",786,"Yellowtail",49,"SPRING","SPRING_2001",41.151482,-68.43489,0,0.0384,FALSE,1,2001
"787",787,"Yellowtail",49,"SPRING","SPRING_2001",41.976883,-67.585197,0,0.0384,FALSE,1,2001
"788",788,"Yellowtail",49,"SPRING","SPRING_2001",41.457813,-68.272102,0.99,0.0384,FALSE,1,2001
"789",789,"Yellowtail",49,"SPRING","SPRING_2001",42.0181,-67.346793,0,0.0384,FALSE,1,2001
"790",790,"Yellowtail",49,"SPRING","SPRING_2001",41.722843,-68.100762,0,0.0384,FALSE,1,2001
"791",791,"Yellowtail",49,"SPRING","SPRING_2001",41.57275,-68.089408,0,0.0384,FALSE,1,2001
"792",792,"Yellowtail",49,"SPRING","SPRING_2001",41.716038,-68.267387,0,0.0384,FALSE,1,2001
"793",793,"Yellowtail",49,"SPRING","SPRING_2001",42.11848,-67.285187,32.83,0.0384,FALSE,1,2001
"794",794,"Yellowtail",49,"SPRING","SPRING_2001",42.140128,-66.535195,0.81,0.0384,FALSE,1,2001
"795",795,"Yellowtail",49,"SPRING","SPRING_2001",42.105465,-67.486213,0.26,0.0384,FALSE,1,2001
"796",796,"Yellowtail",49,"SPRING","SPRING_2001",41.85989,-68.040375,0.63,0.0384,FALSE,1,2001
"797",797,"Yellowtail",52,"SPRING","SPRING_2002",40.443333,-68.517833,0,0.0384,FALSE,1,2002
"798",798,"Yellowtail",52,"SPRING","SPRING_2002",40.767667,-68.714333,0.86,0.0384,FALSE,1,2002
"799",799,"Yellowtail",52,"SPRING","SPRING_2002",40.9285,-67.542833,1.271,0.0384,FALSE,1,2002
"800",800,"Yellowtail",52,"SPRING","SPRING_2002",40.310167,-68.766167,0,0.0384,FALSE,1,2002
"801",801,"Yellowtail",52,"SPRING","SPRING_2002",40.693667,-68.4425,0.3,0.0384,FALSE,1,2002
"802",802,"Yellowtail",52,"SPRING","SPRING_2002",40.5265,-67.814,0,0.0384,FALSE,1,2002
"803",803,"Yellowtail",52,"SPRING","SPRING_2002",40.647333,-67.321333,0,0.0384,FALSE,1,2002
"804",804,"Yellowtail",52,"SPRING","SPRING_2002",40.679833,-67.340833,0,0.0384,FALSE,1,2002
"805",805,"Yellowtail",52,"SPRING","SPRING_2002",40.729833,-67.262,0,0.0384,FALSE,1,2002
"806",806,"Yellowtail",52,"SPRING","SPRING_2002",40.4845,-67.541333,0,0.0384,FALSE,1,2002
"807",807,"Yellowtail",52,"SPRING","SPRING_2002",40.3495,-68.3385,0,0.0384,FALSE,1,2002
"808",808,"Yellowtail",52,"SPRING","SPRING_2002",40.233833,-68.638833,0,0.0384,FALSE,1,2002
"809",809,"Yellowtail",52,"SPRING","SPRING_2002",40.1115,-68.551333,0,0.0384,FALSE,1,2002
"810",810,"Yellowtail",52,"SPRING","SPRING_2002",41.636667,-66.224667,8.4,0.0384,FALSE,1,2002
"811",811,"Yellowtail",52,"SPRING","SPRING_2002",41.735667,-66.882833,18.08,0.0384,FALSE,1,2002
"812",812,"Yellowtail",52,"SPRING","SPRING_2002",41.844833,-66.342833,42.83,0.0384,FALSE,1,2002
"813",813,"Yellowtail",52,"SPRING","SPRING_2002",41.059,-67.081833,7.18,0.0384,FALSE,1,2002
"814",814,"Yellowtail",52,"SPRING","SPRING_2002",41.685,-66.352667,29.9,0.0384,FALSE,1,2002
"815",815,"Yellowtail",52,"SPRING","SPRING_2002",41.015333,-66.7055,0.94,0.0384,FALSE,1,2002
"816",816,"Yellowtail",52,"SPRING","SPRING_2002",41.769167,-66.645,26.15,0.0384,FALSE,1,2002
"817",817,"Yellowtail",52,"SPRING","SPRING_2002",41.4765,-66.921167,75.81,0.0384,FALSE,1,2002
"818",818,"Yellowtail",52,"SPRING","SPRING_2002",41.893,-66.704333,17.48,0.0384,FALSE,1,2002
"819",819,"Yellowtail",52,"SPRING","SPRING_2002",41.647333,-66.888333,26.08,0.0384,FALSE,1,2002
"820",820,"Yellowtail",52,"SPRING","SPRING_2002",40.856333,-66.714667,0,0.0384,FALSE,1,2002
"821",821,"Yellowtail",52,"SPRING","SPRING_2002",41.764833,-65.8275,0,0.0384,FALSE,1,2002
"822",822,"Yellowtail",52,"SPRING","SPRING_2002",41.688833,-65.8845,0,0.0384,FALSE,1,2002
"823",823,"Yellowtail",52,"SPRING","SPRING_2002",41.948667,-65.736,0,0.0384,FALSE,1,2002
"824",824,"Yellowtail",52,"SPRING","SPRING_2002",41.033333,-68.582167,0,0.0384,FALSE,1,2002
"825",825,"Yellowtail",52,"SPRING","SPRING_2002",41.513167,-67.724667,0,0.0384,FALSE,1,2002
"826",826,"Yellowtail",52,"SPRING","SPRING_2002",41.940833,-67.1015,24.04,0.0384,FALSE,1,2002
"827",827,"Yellowtail",52,"SPRING","SPRING_2002",41.103333,-67.922833,0,0.0384,FALSE,1,2002
"828",828,"Yellowtail",52,"SPRING","SPRING_2002",41.375333,-68.002167,0.052,0.0384,FALSE,1,2002
"829",829,"Yellowtail",52,"SPRING","SPRING_2002",41.398,-67.575667,0.016,0.0384,FALSE,1,2002
"830",830,"Yellowtail",52,"SPRING","SPRING_2002",41.422833,-67.366833,0,0.0384,FALSE,1,2002
"831",831,"Yellowtail",52,"SPRING","SPRING_2002",40.911,-68.547667,0.21,0.0384,FALSE,1,2002
"832",832,"Yellowtail",52,"SPRING","SPRING_2002",41.407,-67.861667,0,0.0384,FALSE,1,2002
"833",833,"Yellowtail",52,"SPRING","SPRING_2002",41.597167,-68.061833,0.011,0.0384,FALSE,1,2002
"834",834,"Yellowtail",52,"SPRING","SPRING_2002",41.224167,-68.47,0.006,0.0384,FALSE,1,2002
"835",835,"Yellowtail",52,"SPRING","SPRING_2002",41.704833,-67.7055,0,0.0384,FALSE,1,2002
"836",836,"Yellowtail",52,"SPRING","SPRING_2002",41.902,-67.7145,0,0.0384,FALSE,1,2002
"837",837,"Yellowtail",52,"SPRING","SPRING_2002",41.5715,-68.2255,0,0.0384,FALSE,1,2002
"838",838,"Yellowtail",52,"SPRING","SPRING_2002",41.771,-68.0675,0.41,0.0384,FALSE,1,2002
"839",839,"Yellowtail",52,"SPRING","SPRING_2002",42.1,-67.5195,0,0.0384,FALSE,1,2002
"840",840,"Yellowtail",52,"SPRING","SPRING_2002",42.0955,-66.9725,149.95,0.0384,FALSE,1,2002
"841",841,"Yellowtail",52,"SPRING","SPRING_2002",41.855667,-67.965667,0.38,0.0384,FALSE,1,2002
"842",842,"Yellowtail",55,"SPRING","SPRING_2003",40.612602,-68.647408,0.68,0.0384,FALSE,1,2003
"843",843,"Yellowtail",55,"SPRING","SPRING_2003",40.819542,-67.805412,0,0.0384,FALSE,1,2003
"844",844,"Yellowtail",55,"SPRING","SPRING_2003",40.720993,-67.261268,0,0.0384,FALSE,1,2003
"845",845,"Yellowtail",55,"SPRING","SPRING_2003",40.981228,-67.473862,3.06,0.0384,FALSE,1,2003
"846",846,"Yellowtail",55,"SPRING","SPRING_2003",40.749268,-67.708625,0,0.0384,FALSE,1,2003
"847",847,"Yellowtail",55,"SPRING","SPRING_2003",40.76743,-67.413422,0,0.0384,FALSE,1,2003
"848",848,"Yellowtail",55,"SPRING","SPRING_2003",40.89595,-67.51419,2.227,0.0384,FALSE,1,2003
"849",849,"Yellowtail",55,"SPRING","SPRING_2003",40.898663,-68.73153,0.2924,0.0384,FALSE,1,2003
"850",850,"Yellowtail",55,"SPRING","SPRING_2003",40.74208,-67.447747,0.323,0.0384,FALSE,1,2003
"851",851,"Yellowtail",55,"SPRING","SPRING_2003",40.56984,-67.285317,0,0.0384,FALSE,1,2003
"852",852,"Yellowtail",55,"SPRING","SPRING_2003",40.314285,-68.306175,0,0.0384,FALSE,1,2003
"853",853,"Yellowtail",55,"SPRING","SPRING_2003",40.55722,-67.673867,0,0.0384,FALSE,1,2003
"854",854,"Yellowtail",55,"SPRING","SPRING_2003",40.532993,-67.166038,0,0.0384,FALSE,1,2003
"855",855,"Yellowtail",55,"SPRING","SPRING_2003",41.1362,-66.78849,6.46,0.0384,FALSE,1,2003
"856",856,"Yellowtail",55,"SPRING","SPRING_2003",41.980785,-66.546197,96.06615,0.0384,FALSE,1,2003
"857",857,"Yellowtail",55,"SPRING","SPRING_2003",41.590935,-66.976837,5.661,0.0384,FALSE,1,2003
"858",858,"Yellowtail",55,"SPRING","SPRING_2003",41.738365,-66.750282,2.618,0.0384,FALSE,1,2003
"859",859,"Yellowtail",55,"SPRING","SPRING_2003",41.678958,-66.015868,70.499,0.0384,FALSE,1,2003
"860",860,"Yellowtail",55,"SPRING","SPRING_2003",41.488365,-66.468262,32.589,0.0384,FALSE,1,2003
"861",861,"Yellowtail",55,"SPRING","SPRING_2003",41.309238,-66.807525,10.625,0.0384,FALSE,1,2003
"862",862,"Yellowtail",55,"SPRING","SPRING_2003",41.264263,-66.883018,3.706,0.0384,FALSE,1,2003
"863",863,"Yellowtail",55,"SPRING","SPRING_2003",41.904877,-66.830085,3.825,0.0384,FALSE,1,2003
"864",864,"Yellowtail",55,"SPRING","SPRING_2003",41.03173,-67.065688,4.811,0.0384,FALSE,1,2003
"865",865,"Yellowtail",55,"SPRING","SPRING_2003",41.431553,-66.113487,1.037,0.0384,FALSE,1,2003
"866",866,"Yellowtail",55,"SPRING","SPRING_2003",41.11073,-66.45739,0,0.0384,FALSE,1,2003
"867",867,"Yellowtail",55,"SPRING","SPRING_2003",41.820568,-65.760812,0.969,0.0384,FALSE,1,2003
"868",868,"Yellowtail",55,"SPRING","SPRING_2003",41.213467,-66.25119,0,0.0384,FALSE,1,2003
"869",869,"Yellowtail",55,"SPRING","SPRING_2003",41.019757,-68.045493,0,0.0384,FALSE,1,2003
"870",870,"Yellowtail",55,"SPRING","SPRING_2003",41.103787,-67.916177,0,0.0384,FALSE,1,2003
"871",871,"Yellowtail",55,"SPRING","SPRING_2003",41.179913,-68.012032,0,0.0384,FALSE,1,2003
"872",872,"Yellowtail",55,"SPRING","SPRING_2003",41.189342,-67.806252,0,0.0384,FALSE,1,2003
"873",873,"Yellowtail",55,"SPRING","SPRING_2003",41.691593,-67.405258,0.357,0.0384,FALSE,1,2003
"874",874,"Yellowtail",55,"SPRING","SPRING_2003",41.60197,-67.272552,0.204,0.0384,FALSE,1,2003
"875",875,"Yellowtail",55,"SPRING","SPRING_2003",40.742798,-68.582923,0.00425,0.0384,FALSE,1,2003
"876",876,"Yellowtail",55,"SPRING","SPRING_2003",41.396195,-68.024093,0,0.0384,FALSE,1,2003
"877",877,"Yellowtail",55,"SPRING","SPRING_2003",40.854488,-68.245262,0.272,0.0384,FALSE,1,2003
"878",878,"Yellowtail",55,"SPRING","SPRING_2003",41.26376,-68.303192,0,0.0384,FALSE,1,2003
"879",879,"Yellowtail",55,"SPRING","SPRING_2003",41.724128,-68.042953,0,0.0384,FALSE,1,2003
"880",880,"Yellowtail",55,"SPRING","SPRING_2003",41.690338,-68.259285,0,0.0384,FALSE,1,2003
"881",881,"Yellowtail",55,"SPRING","SPRING_2003",41.983952,-67.305465,0,0.0384,FALSE,1,2003
"882",882,"Yellowtail",55,"SPRING","SPRING_2003",42.104717,-67.212493,0.357,0.0384,FALSE,1,2003
"883",883,"Yellowtail",55,"SPRING","SPRING_2003",42.022358,-67.667838,1.462,0.0384,FALSE,1,2003
"884",884,"Yellowtail",55,"SPRING","SPRING_2003",41.895553,-68.016312,0,0.0384,FALSE,1,2003
"885",885,"Yellowtail",55,"SPRING","SPRING_2003",41.855382,-68.047943,0.833,0.0384,FALSE,1,2003
"886",886,"Yellowtail",58,"SPRING","SPRING_2004",40.7675,-67.980333,0.57,0.0384,FALSE,1,2004
"887",887,"Yellowtail",58,"SPRING","SPRING_2004",40.523167,-68.401833,1.73,0.0384,FALSE,1,2004
"888",888,"Yellowtail",58,"SPRING","SPRING_2004",40.853667,-68.862833,1.82,0.0384,FALSE,1,2004
"889",889,"Yellowtail",58,"SPRING","SPRING_2004",40.937833,-67.882167,0.93,0.0384,FALSE,1,2004
"890",890,"Yellowtail",58,"SPRING","SPRING_2004",40.645333,-67.7085,0,0.0384,FALSE,1,2004
"891",891,"Yellowtail",58,"SPRING","SPRING_2004",40.9355,-67.051,3.54,0.0384,FALSE,1,2004
"892",892,"Yellowtail",58,"SPRING","SPRING_2004",40.770167,-67.514,0,0.0384,FALSE,1,2004
"893",893,"Yellowtail",58,"SPRING","SPRING_2004",40.593,-68.078,0.24,0.0384,FALSE,1,2004
"894",894,"Yellowtail",58,"SPRING","SPRING_2004",40.565167,-68.689833,1.2,0.0384,FALSE,1,2004
"895",895,"Yellowtail",58,"SPRING","SPRING_2004",40.358333,-68.410167,0,0.0384,FALSE,1,2004
"896",896,"Yellowtail",58,"SPRING","SPRING_2004",40.478333,-68.058167,0,0.0384,FALSE,1,2004
"897",897,"Yellowtail",58,"SPRING","SPRING_2004",40.442333,-67.9135,0,0.0384,FALSE,1,2004
"898",898,"Yellowtail",58,"SPRING","SPRING_2004",40.137167,-68.430667,0,0.0384,FALSE,1,2004
"899",899,"Yellowtail",58,"SPRING","SPRING_2004",41.824,-66.0875,9.749,0.0384,FALSE,1,2004
"900",900,"Yellowtail",58,"SPRING","SPRING_2004",41.776167,-66.738833,1.721,0.0384,FALSE,1,2004
"901",901,"Yellowtail",58,"SPRING","SPRING_2004",41.684667,-66.916167,7.56,0.0384,FALSE,1,2004
"902",902,"Yellowtail",58,"SPRING","SPRING_2004",41.692167,-66.9705,6.09,0.0384,FALSE,1,2004
"903",903,"Yellowtail",58,"SPRING","SPRING_2004",41.613167,-66.912333,3.44,0.0384,FALSE,1,2004
"904",904,"Yellowtail",58,"SPRING","SPRING_2004",40.8915,-66.760833,0,0.0384,FALSE,1,2004
"905",905,"Yellowtail",58,"SPRING","SPRING_2004",41.190833,-66.5315,3.33,0.0384,FALSE,1,2004
"906",906,"Yellowtail",58,"SPRING","SPRING_2004",41.723,-66.7485,0.39,0.0384,FALSE,1,2004
"907",907,"Yellowtail",58,"SPRING","SPRING_2004",40.979333,-66.986833,2.11,0.0384,FALSE,1,2004
"908",908,"Yellowtail",58,"SPRING","SPRING_2004",41.9005,-66.203167,19.58,0.0384,FALSE,1,2004
"909",909,"Yellowtail",58,"SPRING","SPRING_2004",41.3075,-66.215667,0,0.0384,FALSE,1,2004
"910",910,"Yellowtail",58,"SPRING","SPRING_2004",41.504667,-66.063,0,0.0384,FALSE,1,2004
"911",911,"Yellowtail",58,"SPRING","SPRING_2004",41.706833,-65.820833,0,0.0384,FALSE,1,2004
"912",912,"Yellowtail",58,"SPRING","SPRING_2004",42.049667,-65.924833,0,0.0384,FALSE,1,2004
"913",913,"Yellowtail",58,"SPRING","SPRING_2004",40.977667,-67.981167,0,0.0384,FALSE,1,2004
"914",914,"Yellowtail",58,"SPRING","SPRING_2004",41.147667,-67.606333,0,0.0384,FALSE,1,2004
"915",915,"Yellowtail",58,"SPRING","SPRING_2004",40.939167,-68.057167,0,0.0384,FALSE,1,2004
"916",916,"Yellowtail",58,"SPRING","SPRING_2004",41.709833,-67.525167,0,0.0384,FALSE,1,2004
"917",917,"Yellowtail",58,"SPRING","SPRING_2004",41.691333,-67.1725,2.68,0.0384,FALSE,1,2004
"918",918,"Yellowtail",58,"SPRING","SPRING_2004",40.929667,-68.259,0,0.0384,FALSE,1,2004
"919",919,"Yellowtail",58,"SPRING","SPRING_2004",41.187333,-67.542333,0,0.0384,FALSE,1,2004
"920",920,"Yellowtail",58,"SPRING","SPRING_2004",41.630667,-67.634833,0,0.0384,FALSE,1,2004
"921",921,"Yellowtail",58,"SPRING","SPRING_2004",41.336167,-67.939333,0,0.0384,FALSE,1,2004
"922",922,"Yellowtail",58,"SPRING","SPRING_2004",42.0685,-67.1575,0.78,0.0384,FALSE,1,2004
"923",923,"Yellowtail",58,"SPRING","SPRING_2004",41.477,-68.174833,0,0.0384,FALSE,1,2004
"924",924,"Yellowtail",58,"SPRING","SPRING_2004",41.693,-68.037667,0,0.0384,FALSE,1,2004
"925",925,"Yellowtail",58,"SPRING","SPRING_2004",41.4145,-68.2945,0,0.0384,FALSE,1,2004
"926",926,"Yellowtail",58,"SPRING","SPRING_2004",41.3695,-68.156167,0,0.0384,FALSE,1,2004
"927",927,"Yellowtail",58,"SPRING","SPRING_2004",41.834167,-67.690833,0,0.0384,FALSE,1,2004
"928",928,"Yellowtail",58,"SPRING","SPRING_2004",41.984,-67.806333,0,0.0384,FALSE,1,2004
"929",929,"Yellowtail",58,"SPRING","SPRING_2004",42.095667,-66.169667,0,0.0384,FALSE,1,2004
"930",930,"Yellowtail",58,"SPRING","SPRING_2004",42.1075,-66.789667,1.56,0.0384,FALSE,1,2004
"931",931,"Yellowtail",58,"SPRING","SPRING_2004",42.143167,-66.941333,7.28,0.0384,FALSE,1,2004
"932",932,"Yellowtail",61,"SPRING","SPRING_2005",40.944938,-68.843157,0.4,0.0384,FALSE,1,2005
"933",933,"Yellowtail",61,"SPRING","SPRING_2005",40.569783,-68.481413,0,0.0384,FALSE,1,2005
"934",934,"Yellowtail",61,"SPRING","SPRING_2005",40.725495,-67.536025,2.96,0.0384,FALSE,1,2005
"935",935,"Yellowtail",61,"SPRING","SPRING_2005",40.5188,-68.051487,0,0.0384,FALSE,1,2005
"936",936,"Yellowtail",61,"SPRING","SPRING_2005",40.972175,-67.370503,0.38,0.0384,FALSE,1,2005
"937",937,"Yellowtail",61,"SPRING","SPRING_2005",40.518708,-68.199052,0,0.0384,FALSE,1,2005
"938",938,"Yellowtail",61,"SPRING","SPRING_2005",40.891038,-67.745017,0.34,0.0384,FALSE,1,2005
"939",939,"Yellowtail",61,"SPRING","SPRING_2005",40.644923,-67.380298,2.98,0.0384,FALSE,1,2005
"940",940,"Yellowtail",61,"SPRING","SPRING_2005",40.777982,-67.279548,1.14,0.0384,FALSE,1,2005
